order_id,product_id,quantity,unit_price
879,52,2,225.12
880,59,1,38.31
881,23,1,154.69
881,36,,123.93
882,24,1,180.67
882,18,4,235.68
883,1,5,197.63
884,8,1,
884,23,5,31.75
884,12,3,24.8
885,47,2,216.23
885,18,,118.27
885,41,0,123.54
886,12,2,85.16
886,19,5,141.05
886,53,3,67.98
887,53,1,199.28
888,61,2,
889,10,1,16.11
889,52,2,21.83
889,28,3,133.37
890,44,1,19.81
891,56,1,114.7
891,29,2,233.07
892,39,1,60.81
892,39,4,137.34
893,58,5,177.64
894,43,3,240.42
894,24,1,137.5
895,14,1,176.45
896,14,2,25.41
896,50,1,173.23
896,38,5,18.22
897,4,4,95.87
898,11,1,223.77
899,57,3,225.51
900,2,1,191.08
901,11,3,57.57
902,45,2,223.19
903,37,1,125.61
903,25,1,139.92
904,47,1,168.26
904,7,1,75.51
904,28,2,7.98
905,16,1,
905,28,,154.83
906,9,1,158.57
907,44,1,92.99
908,48,3,
909,53,5,146.5
910,55,1,99.77
910,34,1,224.37
911,35,1,239.31
911,37,2,240.97
912,3,1,117.32
913,43,0,44.36
914,10,5,97.96
915,24,2,136.61
915,8,1,145.3
916,29,2,
917,6,4,16.36
918,53,2,42.1
918,12,4,58.88
918,1,2,86.95
919,43,5,143.56
919,22,4,101.82
920,54,1,221.75
921,46,1,118.17
922,17,1,33.05
923,29,1,110.7
924,22,1,228.03
925,63,1,143.55
925,15,4,95.99
926,41,5,120.25
927,49,1,188.84
928,62,2,244.87
929,62,1,72.64
930,7,1,38.83
931,21,,140.03
931,17,2,
932,36,2,73.29
933,15,1,238.59
934,26,1,185.24
934,17,1,244.77
935,20,2,36.98
935,46,1,30.28
935,25,1,191.02
936,43,1,
936,8,3,150.73
937,59,5,
937,29,1,172.52
938,12,4,204.16
938,10,5,
939,28,1,12.14
940,36,1,101.0
940,11,2,
940,8,3,221.77
941,51,5,
941,30,4,25.6
942,47,3,147.39
942,33,2,113.03
943,40,2,144.04
944,49,1,36.71
945,56,1,242.31
946,18,3,140.92
946,20,1,213.28
947,64,1,232.91
948,40,1,144.86
949,26,3,222.39
950,59,1,168.33
951,29,2,54.56
952,31,1,209.43
952,64,-4,245.12
952,60,4,143.1
953,59,4,224.24
954,43,2,63.77
955,35,4,183.38
955,49,1,226.95
956,44,2,136.18
957,43,2,204.61
957,52,1,235.28
958,39,5,214.08
958,59,2,95.14
959,35,1,233.61
960,34,2,224.82
960,15,2,222.09
960,8,5,58.89
961,14,-1,163.17
962,46,1,34.45
962,58,1,141.45
963,47,2,48.16
964,59,2,171.66
964,64,1,52.52
965,4,4,219.44
965,29,5,37.34
965,42,4,119.66
966,6,3,204.34
967,4,3,132.18
968,4,1,172.18
969,40,1,167.32
970,55,1,60.53
971,28,4,
972,5,2,97.62
973,20,4,181.6
973,24,5,89.26
973,46,2,41.34
974,57,2,51.57
974,23,1,213.94
974,29,3,60.52
975,45,1,
975,59,1,100.32
976,21,2,29.16
977,51,1,212.09
978,29,1,241.09
978,56,2,68.27
979,42,5,37.09
980,20,1,230.3
981,14,2,42.71
981,20,1,239.79
981,49,1,156.38
982,48,1,64.34
983,62,2,163.69
983,35,4,125.48
983,31,1,82.23
984,16,3,
985,23,4,129.63
985,52,2,181.41
986,9,3,
986,41,2,200.81
987,9,3,244.44
987,10,3,71.54
987,12,4,56.81
988,64,3,19.74
988,18,1,111.47
989,10,5,
990,10,2,189.2
991,52,5,163.57
991,61,2,109.45
992,11,1,164.74
993,59,3,241.13
994,54,3,161.15
994,40,2,27.46
995,40,-2,130.55
996,43,1,40.45
996,9,3,194.77
997,35,2,116.73
997,62,1,5.28
998,60,4,138.46
998,64,4,114.71
999,12,4,99.48
1000,5,2,13.08
1000,46,3,
1000,50,2,156.02
1001,11,1,143.52
1001,49,2,17.13
1002,2,1,31.97
1002,60,4,109.5
1003,41,2,157.08
1004,43,4,74.0
1004,32,2,189.65
1005,29,2,197.45
1006,16,4,152.84
1007,32,2,115.46
1007,35,4,133.82
1008,22,1,150.35
1008,17,5,58.53
1008,35,1,
1009,58,1,47.46
1009,6,5,225.3
1010,37,4,120.78
1011,5,0,78.92
1012,49,1,154.67
1013,19,3,195.79
1014,43,4,134.54
1014,25,3,158.85
1015,56,1,154.31
1016,47,2,175.45
1017,11,1,137.79
1018,38,1,104.8
1019,18,1,52.74
1019,24,2,
1019,30,5,106.83
1020,51,-1,198.9
1020,41,1,73.73
1020,7,1,165.18
1021,57,2,69.55
1021,39,2,19.31
1022,7,1,141.97
1023,51,3,189.13
1023,21,2,132.47
1024,2,0,85.89
1025,28,2,61.27
1026,53,5,184.84
1027,59,3,7.61
1027,19,5,90.1
1028,8,1,
1029,30,2,
1030,17,1,
1031,3,1,44.94
1031,17,,96.45
1032,53,2,138.87
1032,14,5,174.28
1032,34,4,197.72
1033,34,1,161.75
1034,20,5,88.16
1034,9,1,151.7
1035,44,4,135.77
1035,19,2,158.65
1036,24,1,
1037,59,1,89.92
1037,54,1,223.25
1038,7,5,13.82
1038,29,1,148.99
1039,46,1,185.12
1040,64,1,39.81
1041,33,2,116.32
1041,47,2,32.67
1042,42,2,163.27
1042,25,2,5.36
1042,26,2,77.12
1043,40,5,147.12
1044,60,1,7.52
1045,49,3,192.68
1045,58,5,176.98
1045,55,2,220.01
1046,30,2,230.7
1046,22,1,
1047,52,3,39.72
1048,48,1,
1049,28,1,82.84
1049,52,2,118.49
1050,53,1,182.06
1051,6,4,87.12
1052,4,3,55.16
1052,6,1,135.93
1053,21,1,25.5
1053,13,1,96.16
1053,15,3,218.07
1054,64,4,7.06
1054,15,3,136.61
1055,18,,100.12
1056,64,5,122.7
1056,42,4,74.02
1057,40,1,182.42
1057,24,1,180.13
1057,19,1,49.83
1058,6,2,66.96
1059,37,5,229.66
1060,15,1,155.66
1060,53,2,134.07
1060,26,1,9.87
1061,55,-4,173.6
1061,1,0,234.37
1062,44,2,
1062,42,1,48.96
1063,31,1,140.51
1063,54,1,143.31
1064,58,4,110.88
1065,32,2,141.16
1065,50,2,123.48
1066,44,1,241.04
1067,23,4,65.71
1067,14,1,51.51
1068,26,2,42.32
1069,29,3,117.96
1069,9,5,234.77
1070,3,4,123.15
1070,6,4,182.21
1070,22,1,233.9
1071,35,2,157.18
1071,57,4,229.95
1071,46,4,135.63
1072,39,3,48.65
1072,20,4,175.49
1072,50,1,91.7
1073,42,5,156.09
1074,44,3,71.83
1075,2,5,222.21
1075,3,5,121.41
1075,53,4,
1076,51,-5,5.93
1076,59,2,127.01
1077,37,4,238.62
1077,39,1,64.41
1077,44,2,147.46
1078,49,2,135.75
1079,2,1,131.11
1080,42,1,
1081,18,-5,103.04
1081,8,1,48.88
1082,46,1,5.12
1083,25,1,79.74
1083,31,5,214.37
1084,45,4,62.95
1084,58,3,16.56
1085,45,4,103.8
1085,46,0,242.21
1085,38,1,192.97
1086,38,4,17.68
1086,3,1,44.68
1087,4,1,54.98
1088,16,1,230.13
1088,33,1,234.83
1088,36,3,141.85
1089,22,2,97.56
1090,15,3,154.75
1091,18,3,193.18
1091,24,1,86.28
1092,38,5,68.35
1092,50,2,172.75
1092,29,4,28.61
1093,29,0,208.45
1094,43,3,45.71
1095,8,1,101.61
1095,12,1,195.88
1096,19,5,109.26
1096,32,3,179.52
1096,42,1,168.8
1097,18,3,33.33
1098,48,1,18.4
1098,7,3,27.71
1099,35,5,94.69
1100,39,5,184.28
1101,15,5,147.23
1102,59,2,212.6
1102,5,3,
1103,16,2,
1104,31,1,14.16
1105,23,1,47.64
1105,26,1,140.93
1106,9,3,114.06
1106,42,2,183.58
1106,7,1,216.54
1107,62,2,217.98
1107,62,5,233.7
1107,51,1,59.99
1108,33,4,110.34
1109,7,1,32.47
1110,44,5,9.15
1110,44,1,25.81
1111,38,2,77.22
1111,39,5,112.31
1111,48,5,178.93
1112,17,1,17.57
1112,57,5,154.24
1113,10,1,137.4
1113,58,1,231.92
1113,39,2,203.66
1114,55,5,44.16
1115,14,1,
1115,44,4,
1116,63,1,229.52
1117,22,1,146.38
1118,55,4,59.14
1119,41,1,118.84
1120,41,2,101.66
1120,16,1,
1120,32,1,246.26
1121,41,3,
1121,8,3,200.4
1121,16,1,19.93
1122,60,2,226.91
1123,64,2,103.49
1123,11,2,129.86
1124,32,2,
1124,1,3,243.97
1125,12,3,76.51
1125,12,3,205.99
1126,24,3,219.91
1126,38,2,
1127,31,5,116.94
1128,54,4,89.05
1128,23,1,
1129,53,-1,30.68
1129,60,3,55.15
1129,39,4,15.49
1130,5,2,138.97
1131,2,2,107.82
1132,14,2,170.72
1132,30,3,232.0
1133,6,4,68.72
1133,1,1,136.45
1134,59,2,189.82
1134,31,3,223.72
1135,16,5,53.14
1135,55,1,190.59
1136,5,2,56.01
1137,9,5,120.11
1137,46,2,57.53
1138,58,1,28.09
1138,2,1,90.52
1139,54,1,36.28
1139,34,1,
1139,22,2,154.74
1140,58,5,70.78
1141,8,5,210.51
1142,28,1,249.46
1142,10,1,180.06
1143,19,1,138.27
1143,61,1,245.82
1143,53,2,96.42
1144,19,1,69.92
1145,28,1,31.42
1145,7,1,98.72
1145,49,,7.93
1146,22,1,
1146,43,2,201.62
1147,47,2,
1148,60,5,
1149,18,3,
1150,28,5,
1150,58,1,31.73
1151,6,5,165.49
1151,24,-1,206.78
1152,36,4,249.69
1152,22,1,6.53
1152,32,,244.69
1153,38,1,40.33
1154,19,3,228.28
1155,19,1,79.74
1156,24,4,56.01
1156,46,3,231.11
1157,60,2,10.9
1158,35,3,92.97
1159,49,1,31.03
1160,12,1,137.41
1161,37,4,141.21
1161,54,1,
1161,2,2,68.4
1162,57,1,
1163,17,1,15.67
1164,26,4,183.93
1164,26,3,73.25
1164,56,2,237.88
1165,29,4,110.75
1166,22,1,53.82
1167,19,1,85.56
1167,28,1,9.44
1167,32,2,248.54
1168,15,0,132.66
1168,12,1,
1169,12,4,186.63
1169,31,1,54.37
1170,59,1,137.73
1170,39,1,217.31
1171,34,4,17.4
1171,36,2,
1172,58,1,
1173,48,2,39.66
1174,20,1,68.63
1175,9,3,191.84
1176,4,5,236.14
1176,33,2,177.48
1177,57,1,28.39
1177,35,1,178.04
1178,20,1,130.76
1179,1,1,
1180,9,5,84.56
1181,46,2,44.13
1182,59,0,26.35
1183,18,3,33.46
1183,9,1,243.76
1184,37,4,12.76
1185,29,1,
1186,32,1,12.25
1187,23,2,36.14
1187,55,1,35.64
1187,34,0,185.17
1188,29,2,182.71
1189,23,1,107.64
1190,39,4,11.15
1190,43,0,127.3
1190,27,2,41.47
1191,54,1,105.4
1191,41,1,35.91
1192,51,5,129.79
1193,50,3,196.87
1193,17,2,239.31
1193,57,4,113.28
1194,38,5,24.72
1195,27,0,106.12
1196,39,5,243.51
1196,41,2,80.35
1197,49,1,41.94
1197,56,2,189.04
1198,23,1,166.67
1199,12,1,179.0
1200,11,1,5.61
1201,40,2,148.75
1202,23,1,72.91
1202,3,4,
1203,13,1,44.43
1204,26,2,182.91
1205,16,,154.76
1206,1,2,29.61
1206,50,1,
1207,26,1,139.93
1207,7,1,72.62
1207,27,2,121.33
1208,64,1,119.32
1209,6,1,190.62
1209,20,3,156.12
1210,34,1,74.79
1211,43,3,
1211,57,3,134.87
1212,61,1,170.61
1213,1,5,119.65
1213,30,5,106.79
1214,15,5,42.87
1214,50,2,194.84
1215,44,,220.18
1215,14,1,
1216,47,3,
1216,22,2,76.81
1216,18,2,241.17
1217,51,1,99.18
1218,46,5,
1218,57,3,156.83
1219,47,1,18.45
1219,53,2,
1220,28,2,244.9
1221,34,1,56.9
1221,15,2,75.69
1221,9,-2,78.84
1222,10,1,61.01
1222,48,1,181.32
1223,50,2,199.57
1223,43,2,
1223,3,1,72.64
1224,20,5,203.04
1225,41,5,87.55
1226,18,1,227.35
1227,18,2,192.43
1228,44,3,97.2
1229,60,1,98.91
1230,56,3,108.59
1231,5,3,29.92
1232,60,1,202.34
1233,30,5,
1233,41,2,134.86
1234,38,1,128.29
1234,59,1,44.68
1235,51,4,223.9
1236,39,1,110.0
1236,58,4,40.23
1237,27,3,139.37
1237,61,4,92.73
1237,56,5,104.57
1238,34,4,
1239,48,2,
1240,19,5,
1240,42,5,
1241,42,4,185.49
1242,64,3,43.89
1242,4,2,134.1
1243,62,2,188.64
1244,27,,48.13
1244,19,5,191.58
1244,48,5,34.56
1245,22,1,43.61
1245,48,1,210.09
1246,30,1,235.29
1246,2,2,202.58
1247,53,1,244.92
1248,51,2,23.96
1248,4,1,221.46
1248,28,1,52.52
1249,44,1,76.34
1250,53,5,229.61
1251,15,5,73.26
1252,1,2,12.96
1253,34,1,90.69
1254,42,1,58.64
1254,17,5,247.86
1255,12,1,33.87
1255,45,1,194.23
1256,17,4,115.87
1257,59,1,79.4
1258,63,2,158.51
1258,58,1,138.79
1259,54,5,189.61
1260,22,1,167.94
1261,22,1,194.04
1261,39,2,73.47
1262,29,1,90.37
1263,23,1,
1264,48,3,243.48
1265,29,3,200.06
1265,5,2,147.31
1265,37,2,189.98
1266,38,2,44.98
1267,4,3,186.39
1268,16,1,198.21
1269,21,1,86.66
1270,18,1,64.46
1271,10,5,149.05
1272,2,4,194.83
1273,27,5,
1274,24,4,
1275,30,4,108.76
1276,41,1,129.62
1276,33,4,226.89
1277,55,1,
1277,21,2,
1278,14,1,61.41
1279,41,1,181.34
1280,14,2,211.11
1280,57,5,117.93
1281,17,3,66.56
1281,12,2,67.31
1282,15,1,242.43
1283,62,,125.7
1283,26,2,190.59
1284,56,3,218.78
1284,22,3,138.0
1285,36,1,86.71
1285,46,2,137.65
1286,56,5,
1287,35,4,166.31
1287,47,2,216.24
1288,48,1,100.98
1289,24,0,31.03
1290,52,1,247.26
1290,53,2,66.72
1290,2,1,46.52
1291,12,2,
1292,54,4,
1293,52,1,208.6
1293,7,3,50.34
1294,6,1,
1295,29,2,54.18
1296,21,2,27.93
1297,49,1,
1298,19,5,14.12
1298,52,1,188.34
1299,61,4,100.77
1300,46,0,84.75
1300,26,2,113.94
1301,29,1,217.49
1302,15,1,199.17
1302,12,4,234.97
1303,45,2,75.48
1303,26,5,120.11
1304,47,5,224.09
1304,55,2,153.07
1305,36,4,120.97
1306,57,1,209.78
1307,25,1,49.76
1307,37,2,70.31
1308,22,2,109.95
1308,26,4,114.91
1309,22,3,194.3
1310,49,1,144.11
1311,23,2,184.81
1311,2,1,60.64
1312,41,5,
1312,36,2,
1312,5,2,24.01
1313,40,5,160.59
1314,29,5,227.09
1315,59,1,96.91
1316,45,4,106.44
1316,50,2,231.52
1317,48,2,26.34
1318,5,1,121.46
1318,15,1,
1319,50,1,62.86
1319,55,1,13.93
1320,35,4,
1320,62,5,10.44
1321,16,1,49.93
1321,61,2,155.5
1321,58,4,128.07
1322,6,4,55.28
1322,39,1,174.92
1323,62,-4,211.73
1323,42,1,161.01
1324,16,,163.73
1325,10,4,113.47
1325,27,1,191.81
1325,21,1,236.15
1326,11,1,142.64
1327,27,2,117.09
1328,55,2,47.04
1329,4,2,149.87
1330,31,1,63.15
1330,3,1,194.89
1330,54,-5,98.18
1331,44,5,95.12
1331,21,2,228.54
1332,32,1,196.78
1333,10,5,32.34
1333,1,4,238.68
1333,29,1,163.06
1334,14,4,66.88
1335,19,1,53.92
1335,6,1,234.53
1335,53,,220.55
1336,5,1,103.51
1336,54,1,193.74
1337,42,1,9.7
1337,44,1,119.39
1338,54,1,150.11
1339,50,1,120.69
1339,2,1,210.95
1340,59,1,202.08
1341,25,2,58.48
1341,49,1,86.82
1342,1,1,185.26
1342,19,2,219.83
1343,3,1,43.26
1343,47,0,140.06
1344,52,1,97.29
1344,1,1,76.93
1345,40,1,59.45
1346,11,5,195.82
1347,32,4,71.62
1348,19,1,180.62
1348,64,2,72.72
1349,20,2,
1349,52,5,158.1
1350,10,1,81.04
1351,23,1,238.06
1351,50,1,105.62
1351,2,4,22.79
1352,53,1,89.45
1352,20,2,189.11
1353,60,5,50.88
1353,56,1,65.52
1354,33,2,54.02
1355,11,1,
1356,38,,244.82
1357,19,1,79.71
1357,30,1,184.11
1358,39,0,131.55
1359,20,5,149.89
1360,42,4,186.85
1360,18,2,85.72
1360,20,1,62.21
1361,63,4,235.88
1362,52,1,144.24
1363,5,3,
1363,61,3,234.12
1364,53,1,110.49
1364,62,1,164.64
1365,1,2,235.14
1366,21,3,22.76
1367,41,4,17.69
1367,26,1,247.68
1367,29,4,146.01
1368,19,3,187.32
1369,10,2,52.37
1369,25,2,203.53
1369,40,2,75.21
1370,64,-4,188.69
1371,29,3,231.13
1372,61,4,195.45
1372,61,1,173.56
1372,46,1,63.52
1373,45,1,98.95
1373,5,1,
1374,11,1,209.61
1375,51,3,168.26
1375,7,5,5.65
1375,32,1,83.13
1376,36,1,65.91
1376,20,1,137.2
1377,49,4,192.95
1377,6,2,229.25
1378,36,1,
1378,51,3,
1379,37,4,55.62
1379,31,3,
1380,60,2,10.05
1381,56,,181.35
1382,6,,171.47
1382,12,2,24.31
1383,50,4,87.14
1384,7,3,102.83
1385,15,-4,248.57
1386,21,0,60.33
1386,1,5,71.79
1386,38,5,
1387,18,2,188.92
1387,10,3,146.25
1388,50,4,104.81
1388,49,1,244.16
1389,10,0,96.61
1389,58,1,100.11
1390,7,4,102.07
1391,48,1,135.06
1392,55,2,157.83
1392,2,2,150.12
1392,8,2,40.06
1393,34,3,54.0
1393,48,5,94.82
1394,24,,157.69
1394,6,1,118.54
1395,38,3,71.96
1395,18,1,188.05
1396,37,3,27.18
1397,16,4,90.84
1397,37,3,104.5
1397,48,1,
1398,53,0,242.52
1398,54,1,108.64
1398,38,5,42.78
1399,3,1,
1399,47,1,238.94
1400,57,2,
1246,2,2,202.58
243,39,4,50.05
803,24,2,241.92
1066,44,1,241.04
141,61,2,
873,17,4,192.17
1328,55,2,47.04
1105,26,1,140.93
164,10,3,87.15
940,8,3,221.77
324,26,,242.43
451,6,2,237.73
649,23,5,233.06
767,45,1,53.71
196,26,1,30.22
