order_id,customer_id,order_date
1268,235,29/12/2025
1269,142,06-18-2026
1270,118,03-31-2025
1271,161,2025-03-23
1272,48,2025-02-28
1273,253,01-11-2025
1274,261,2025-05-20
1275,273,2026-02-20
1276,4,02/07/2026
1277,271,2025-02-13
1278,269,2025-06-29
1279,264,2025-02-22
1280,192,12-13-2025
1281,277,2025-05-01
1282,136,2026-02-08
1283,264,02-06-2025
1284,250,2025-01-07
1285,182,25/12/2025
1286,377,2026-05-19
1287,79,2026-05-15
1288,129,2026-02-09
1289,94,2025-10-03
1290,225,
1291,102,2025-10-19
1292,170,2025-06-14
1293,137,2026-05-16
1294,66,2026-02-14
1295,200,21/04/2025
1296,177,2025-08-31
1297,220,2025-01-09
1298,249,2026-03-16
1299,262,15/10/2025
1300,127,2026-03-16
1301,53,2026-05-30
1302,77,2025-05-16
1303,99,2026-03-13
1304,27,2026-06-22
1305,119,2026-03-13
1306,27,2025-10-03
1307,215,
1308,165,2026-04-29
1309,221,2026-05-19
1310,50,20/07/2026
1311,185,06/01/2026
1312,191,2025-10-10
1313,55,2025-05-04
1314,98,04-02-2026
1315,280,05/11/2025
1316,104,2025-06-07
1317,282,07-28-2026
1318,230,05-01-2025
1319,215,31/05/2026
1320,141,2025-05-13
1321,32,14/07/2025
1322,273,2025-03-18
1323,197,2026-02-04
1324,386,
1325,263,2026-06-22
1326,152,2026-07-20
1327,274,2025-02-10
1328,143,04/10/2025
1329,128,
1330,178,2026-01-13
1331,282,2025-05-17
1332,167,11/01/2025
1333,144,2025-01-17
1334,299,01-27-2026
1335,283,2026-03-29
1336,298,2026-02-09
1337,223,2026-05-06
1338,95,2025-06-30
1339,93,2025-01-22
1340,202,2025-07-12
1341,126,2026-02-17
1342,7,2026-01-22
1343,7,2025-02-14
1344,138,
1345,55,13/12/2025
1346,72,31/07/2026
1347,158,2025-06-08
1348,137,2025-05-07
1349,279,08/06/2026
1350,1,2025-01-25
1351,181,08-20-2025
1352,58,2025-04-23
1353,145,2025-12-08
1354,44,2025-06-04
1355,93,03/06/2025
1356,147,2025-04-17
1357,189,20/03/2025
1358,77,2025-05-31
1359,245,2025-04-26
1360,143,11-27-2025
1361,198,2026-05-22
1362,212,2025-12-08
1363,126,2026-07-17
1364,273,2025-08-24
1365,216,13/08/2025
1366,2,2025-01-18
1367,69,03-03-2025
1368,72,28/05/2025
1369,216,2025-08-18
1370,74,2025-01-27
1371,28,2025-03-17
1372,81,2026-01-10
1373,7,2026-03-03
1374,72,2025-11-03
1375,228,2025-01-14
1376,17,
1377,217,2026-04-11
1378,293,2025-08-21
1379,48,09/05/2025
1380,29,08/07/2025
1381,40,2026-04-25
1382,208,2025-06-18
1383,218,2025-04-22
1384,172,2025-10-16
1385,109,2025-11-13
1386,17,03-29-2025
1387,289,2026-05-11
1388,372,10-17-2025
1389,162,12-31-2025
1390,50,2026-05-31
1391,77,2026-01-27
1392,20,2025-06-05
1393,48,26/08/2025
1394,73,06-14-2025
1395,268,2025-12-16
1396,149,2026-03-18
1397,199,03-18-2025
1398,255,2025-01-16
1399,281,2025-03-31
1400,87,2025-06-15
